old_path,new_path,kind,reason
results/livelock/phase4_propagation.md,ARCHIVE/session-summaries/livelock-propagation.md,archive,doc-propagation process note; the number moves are in superseded.md
results/overnight/BLOCKERS.md,ARCHIVE/session-summaries/overnight-blockers.md,archive,open-item tracker; live items folded into docs/05-limitations.md
results/overnight/CLAIMS.md,results/claims.md,move,"the claim->evidence->strength->caveats document; content unchanged in Phase 3, cross-refs fixed in Phase 6"
results/overnight/OVERNIGHT_SUMMARY.md,ARCHIVE/session-summaries/overnight-summary.md,archive,session wrapper; narrative folded into docs/project-log.md
results/overnight/analyze_wp1_sweep.py,tools/analyze-wp1-sweep.py,move,"one-off analysis tool, kept for reproducibility"
results/overnight/analyze_wp2.py,tools/analyze-wp2.py,move,"one-off analysis tool, kept for reproducibility"
results/overnight/build_wp2.sh,ARCHIVE/source-snapshots/overnight-build_wp2.sh,archive,copy of src/build_wp2.sh
results/overnight/figures/figure1_bytes_per_work.csv,results/figures/01-bytes-vs-budget.csv,move,current figure/table backing file
results/overnight/figures/figure1_bytes_per_work.png,results/figures/01-bytes-vs-budget.png,move,current figure/table backing file
results/overnight/figures/figure2_miss_rate.csv,results/figures/02-miss-rate-vs-optimal.csv,move,current figure/table backing file
results/overnight/figures/figure2_miss_rate.png,results/figures/02-miss-rate-vs-optimal.png,move,current figure/table backing file
results/overnight/figures/figure3_chunk_size_tradeoff.csv,results/figures/03-chunk-size-tradeoff.csv,move,current figure/table backing file
results/overnight/figures/figure3_chunk_size_tradeoff.png,results/figures/03-chunk-size-tradeoff.png,move,current figure/table backing file
results/overnight/figures/figure4_reclaim_authority.csv,results/figures/04-reclaim-authority.csv,move,current figure/table backing file
results/overnight/figures/figure4_reclaim_authority.png,results/figures/04-reclaim-authority.png,move,current figure/table backing file
results/overnight/figures/figure5_prefetch_total_fetches.csv,results/figures/05-prefetch-total-fetches.csv,move,current figure/table backing file
results/overnight/figures/figure5_prefetch_total_fetches.png,results/figures/05-prefetch-total-fetches.png,move,current figure/table backing file
results/overnight/figures/figure6_llamacpp.csv,results/figures/06-real-model-bytes.csv,move,current figure/table backing file
results/overnight/figures/figure6_llamacpp.png,results/figures/06-real-model-bytes.png,move,current figure/table backing file
results/overnight/figures/figure7_throughput_scaling.csv,results/figures/07-throughput-scaling.csv,move,current figure/table backing file
results/overnight/figures/figure7_throughput_scaling.png,results/figures/07-throughput-scaling.png,move,current figure/table backing file
results/overnight/figures/table1_final_real_model.csv,results/figures/table-1-real-model-results.csv,move,current figure/table backing file
results/overnight/figures/table1_final_real_model.md,results/figures/table-1-real-model-results.md,move,current results table
results/overnight/figures/table1_main_results.csv,results/figures/historical/table-1-synthetic-main-results.csv,move,current figure/table backing file
results/overnight/figures/table1_main_results.md,results/figures/historical/table-1-synthetic-main-results.md,move,"Campaign 13 synthetic table, superseded scope"
results/overnight/figures/table2_environment.csv,results/figures/historical/table-2-environment-campaign13.csv,move,current figure/table backing file
results/overnight/figures/table2_environment.md,results/figures/historical/table-2-environment-campaign13.md,move,"Campaign 13 environment table, superseded by table-2"
results/overnight/figures/table2_final_environment.csv,results/figures/table-2-environment.csv,move,current figure/table backing file
results/overnight/figures/table2_final_environment.md,results/figures/table-2-environment.md,move,current environment table
results/overnight/make_wp3.py,tools/make_figures.py,move,the figure generator; rewired for the new data paths in Phase 6
results/overnight/policy.c,ARCHIVE/source-snapshots/overnight-policy.c,archive,stale copy of src/policy.c
results/overnight/residctl_llama.c,ARCHIVE/source-snapshots/overnight-residctl_llama.c,archive,stale copy of src/residctl_llama.c
results/overnight/residctl_llama.h,ARCHIVE/source-snapshots/overnight-residctl_llama.h,archive,copy of src/residctl_llama.h
results/overnight/run_wp2_smoke.sh,ARCHIVE/source-snapshots/overnight-run_wp2_smoke.sh,archive,copy of src/run_wp2_smoke.sh
results/overnight/run_wp2_sweep.sh,ARCHIVE/source-snapshots/overnight-run_wp2_sweep.sh,archive,copy of src/run_wp2_sweep.sh
results/overnight/setup_wp2_llama.sh,ARCHIVE/source-snapshots/overnight-setup_wp2_llama.sh,archive,copy of src/setup_wp2_llama.sh
results/overnight/test_policy.c,ARCHIVE/source-snapshots/overnight-test_policy.c,archive,stale copy of src/test_policy.c
results/overnight/wp1_correctness_harness_log.txt,experiments/logs/overnight__wp1_correctness_harness_log.txt,move,"raw run log / evidence, kept under experiments/logs/"
results/overnight/wp1_declared_order.md,experiments/13-declared-access-order.md,move,"experiment record, verbatim (WP1)"
results/overnight/wp1_determinism.csv,results/data/policy-determinism-grid.csv,move,"backing data for a current claim -> results/data/, content-named"
results/overnight/wp1_determinism_log.txt,experiments/logs/overnight__wp1_determinism_log.txt,move,"raw run log / evidence, kept under experiments/logs/"
results/overnight/wp1_gate_log.txt,experiments/logs/overnight__wp1_gate_log.txt,move,"raw run log / evidence, kept under experiments/logs/"
results/overnight/wp1_policytrace_log.txt,experiments/logs/overnight__wp1_policytrace_log.txt,move,"raw run log / evidence, kept under experiments/logs/"
results/overnight/wp1_sweep.csv,results/data/declared-vs-learned-policy.csv,move,"backing data for a current claim -> results/data/, content-named"
results/overnight/wp1_sweep_analysis_after_fix.txt,experiments/logs/overnight__wp1_sweep_analysis_after_fix.txt,move,"raw run log / evidence, kept under experiments/logs/"
results/overnight/wp1_sweep_log.txt,experiments/logs/overnight__wp1_sweep_log.txt,move,"raw run log / evidence, kept under experiments/logs/"
results/overnight/wp1_sweep_opt.csv,results/data/declared-vs-learned-opt-bound.csv,move,"backing data for a current claim -> results/data/, content-named"
results/overnight/wp1_sweep_opt_session1.csv,results/data/declared-vs-learned-opt-bound-session1.csv,move,"backing data for a current claim -> results/data/, content-named"
results/overnight/wp1_sweep_session1.csv,results/data/declared-vs-learned-policy-session1.csv,move,"backing data for a current claim -> results/data/, content-named"
results/overnight/wp1_t6_t7_log.txt,experiments/logs/overnight__wp1_t6_t7_log.txt,move,"raw run log / evidence, kept under experiments/logs/"
results/overnight/wp2_gate.cfg,ARCHIVE/run-configs/results__overnight__wp2_gate.cfg,archive,"per-run config snapshot, regenerable from scripts/"
results/overnight/wp2_gate_log.txt,experiments/logs/overnight__wp2_gate_log.txt,move,"raw run log / evidence, kept under experiments/logs/"
results/overnight/wp2_gate_tokens_mmap.txt,experiments/logs/overnight__wp2_gate_tokens_mmap.txt,move,"raw run log / evidence, kept under experiments/logs/"
results/overnight/wp2_gate_tokens_residctl.txt,experiments/logs/overnight__wp2_gate_tokens_residctl.txt,move,"raw run log / evidence, kept under experiments/logs/"
results/overnight/wp2_gen.cpp,ARCHIVE/source-snapshots/overnight-wp2_gen.cpp,archive,copy of src/wp2_gen.cpp
results/overnight/wp2_llama_mmap.patch,ARCHIVE/source-snapshots/overnight-wp2_llama_mmap.patch,archive,copy of src/wp2_llama_mmap.patch
results/overnight/wp2_llamacpp.md,experiments/14-real-model-integration.md,move,"experiment record, verbatim (WP2)"
results/overnight/wp2_opt.c,ARCHIVE/source-snapshots/overnight-wp2_opt.c,archive,copy of src/wp2_opt.c
results/overnight/wp2_opt.csv,results/data/real-model-arms-opt-bound.csv,move,"backing data for a current claim -> results/data/, content-named"
results/overnight/wp2_run_opt.sh,ARCHIVE/source-snapshots/overnight-wp2_run_opt.sh,archive,copy of src/wp2_run_opt.sh
results/overnight/wp2_sweep.csv,results/data/real-model-arms.csv,move,"backing data for a current claim -> results/data/, content-named"
results/overnight/wp2_sweep_C.cfg,ARCHIVE/run-configs/results__overnight__wp2_sweep_C.cfg,archive,"per-run config snapshot, regenerable from scripts/"
results/overnight/wp2_sweep_D.cfg,ARCHIVE/run-configs/results__overnight__wp2_sweep_D.cfg,archive,"per-run config snapshot, regenerable from scripts/"
results/overnight/wp2_sweep_E.cfg,ARCHIVE/run-configs/results__overnight__wp2_sweep_E.cfg,archive,"per-run config snapshot, regenerable from scripts/"
results/overnight/wp2_sweep_before_fix.csv,results/data/real-model-arms-before-wp0-fix.csv,move,"backing data for a current claim -> results/data/, content-named"
results/overnight/wp2_sweep_before_fix_log.txt,experiments/logs/overnight__wp2_sweep_before_fix_log.txt,move,"raw run log / evidence, kept under experiments/logs/"
results/overnight/wp2_sweep_log.txt,experiments/logs/overnight__wp2_sweep_log.txt,move,"raw run log / evidence, kept under experiments/logs/"
results/overnight/wp2_tensor_inventory.txt,experiments/logs/overnight__wp2_tensor_inventory.txt,move,"raw run log / evidence, kept under experiments/logs/"
results/overnight/wp3_figures.md,experiments/14b-figure-generation-notes.md,move,"figure-build record, verbatim (WP3)"
results/phase0_analysis.md,experiments/07b-existing-data-analysis.md,move,"experiment record, verbatim (Campaign 11 Phase 0)"
results/phase1_platform_io.csv,results/data/platform-io-microbenchmark.csv,move,"backing data for a current claim -> results/data/, content-named"
results/phase1_platform_io.md,experiments/07c-platform-io-microbenchmark.md,move,"experiment record, verbatim (Campaign 11 Phase 1)"
results/phase1_platform_io_log.txt,experiments/logs/phase1_platform_io_log.txt,move,"raw run log / evidence, kept under experiments/logs/"
results/phase2_compute.csv,results/data/synthetic-compute-phase-sweep.csv,move,"backing data for a current claim -> results/data/, content-named"
results/phase2_compute.md,experiments/08-compute-phase.md,move,"experiment record, verbatim (Campaign 11 Phase 2)"
results/phase2_compute_log.txt,experiments/logs/phase2_compute_log.txt,move,"raw run log / evidence, kept under experiments/logs/"
results/phase2_gate_log.txt,experiments/logs/phase2_gate_log.txt,move,"raw run log / evidence, kept under experiments/logs/"
results/phase3_chunk_size.csv,results/data/synthetic-chunk-size-sweep.csv,move,"backing data for a current claim -> results/data/, content-named"
results/phase3_chunk_size.md,experiments/09-chunk-size-sweep.md,move,"experiment record, verbatim (Campaign 11 Phase 3)"
results/phase3_chunk_size_log.txt,experiments/logs/phase3_chunk_size_log.txt,move,"raw run log / evidence, kept under experiments/logs/"
results/phase4_consolidated.csv,results/data/synthetic-6arm-consolidated-sweep.csv,move,"backing data for a current claim -> results/data/, content-named"
results/phase4_consolidated.md,experiments/09b-consolidated-6arm-sweep.md,move,"experiment record, verbatim (Campaign 11 Phase 4)"
results/phase4_consolidated_log.txt,experiments/logs/phase4_consolidated_log.txt,move,"raw run log / evidence, kept under experiments/logs/"
